TANK_ID,TANK_INFO_CODE,TANK_INFO_DESCRIPTION,TANK_DETAIL_CODE,TANK_DETAIL_DESCRIPTION
29283.0,S,Secondary Containment,S15,NONE
29283.0,S,Secondary Containment,S16,NOT APPLICABLE - TANK
29283.0,S,Secondary Containment,S17,NOT APPLICABLE - PIPING
29284.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29284.0,B,Contents,B06,USED OIL
29284.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29284.0,C,Corrosion Protection,C16,NONE - TANK
29284.0,F,Piping,F06,UNKNOWN
29285.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29285.0,B,Contents,B02,DIESEL
29285.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
29285.0,C,Corrosion Protection,C20,N/A - Piping
29285.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
29285.0,F,Piping,F90,PRESSURIZED
29285.0,F,Piping,F93,UNDERGROUND
29285.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
29285.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
29285.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
29285.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
29285.0,I,Spill/Overfill Protection,I11,FLAPPER VALVE
29285.0,L,Loading Racks,L09,NOT APPLICABLE
29285.0,S,Secondary Containment,S16,NOT APPLICABLE - TANK
29285.0,S,Secondary Containment,S17,NOT APPLICABLE - PIPING
29286.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29286.0,B,Contents,B03,UNLEADED GASOLINE
29286.0,B,Contents,B19,ALCOHOL ENRICHED GASOLINE
29286.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
29286.0,C,Corrosion Protection,C20,N/A - Piping
29286.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
29286.0,F,Piping,F90,PRESSURIZED
29286.0,F,Piping,F93,UNDERGROUND
29286.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
29286.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
29286.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
29286.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
29286.0,I,Spill/Overfill Protection,I11,FLAPPER VALVE
29286.0,L,Loading Racks,L09,NOT APPLICABLE
29286.0,S,Secondary Containment,S16,NOT APPLICABLE - TANK
29286.0,S,Secondary Containment,S17,NOT APPLICABLE - PIPING
29287.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29287.0,B,Contents,B02,DIESEL
29287.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
29287.0,C,Corrosion Protection,C20,N/A - Piping
29287.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
29287.0,F,Piping,F90,PRESSURIZED
29287.0,F,Piping,F93,UNDERGROUND
29287.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
29287.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
29287.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
29287.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
29287.0,I,Spill/Overfill Protection,I11,FLAPPER VALVE
29287.0,L,Loading Racks,L09,NOT APPLICABLE
29287.0,S,Secondary Containment,S16,NOT APPLICABLE - TANK
29287.0,S,Secondary Containment,S17,NOT APPLICABLE - PIPING
29288.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29288.0,B,Contents,B12,EMPTY
29288.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29288.0,C,Corrosion Protection,C16,NONE - TANK
29288.0,F,Piping,F06,UNKNOWN
29289.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29289.0,B,Contents,B12,EMPTY
29289.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29289.0,C,Corrosion Protection,C16,NONE - TANK
29289.0,F,Piping,F06,UNKNOWN
29290.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29290.0,B,Contents,B02,DIESEL
29290.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
29290.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
29290.0,F,Piping,F90,PRESSURIZED
29290.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
29290.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
29290.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
29290.0,H,Release Detect. Method (Tanks),H09,SIR - STAT INVENTORY RECONCIL
29290.0,I,Spill/Overfill Protection,I02,AUTOMATIC TANK FILL SHUT OFF
29290.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
29291.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29291.0,B,Contents,B84,UNLEADED PLUS
29291.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
29291.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
29291.0,F,Piping,F90,PRESSURIZED
29291.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
29291.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
29291.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
29291.0,H,Release Detect. Method (Tanks),H09,SIR - STAT INVENTORY RECONCIL
29291.0,I,Spill/Overfill Protection,I02,AUTOMATIC TANK FILL SHUT OFF
29291.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
29292.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29292.0,B,Contents,B03,UNLEADED GASOLINE
29292.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
29292.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
29292.0,F,Piping,F90,PRESSURIZED
29292.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
29292.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
29292.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
29292.0,H,Release Detect. Method (Tanks),H09,SIR - STAT INVENTORY RECONCIL
29292.0,I,Spill/Overfill Protection,I02,AUTOMATIC TANK FILL SHUT OFF
29292.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
29293.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29293.0,B,Contents,B02,DIESEL
29293.0,B,Contents,B06,USED OIL
29293.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29293.0,C,Corrosion Protection,C16,NONE - TANK
29293.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29293.0,I,Spill/Overfill Protection,I05,NONE
,,,,
,,,,
29296.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29296.0,B,Contents,B03,UNLEADED GASOLINE
29296.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29296.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29297.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29297.0,B,Contents,B03,UNLEADED GASOLINE
29297.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
29297.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
29297.0,F,Piping,F90,PRESSURIZED
29297.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
37631.0,F,Piping,F90,PRESSURIZED
29297.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
29297.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
29297.0,I,Spill/Overfill Protection,I02,AUTOMATIC TANK FILL SHUT OFF
29297.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
29298.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29298.0,B,Contents,B84,UNLEADED PLUS
29298.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
29298.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
29298.0,F,Piping,F90,PRESSURIZED
29298.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
29298.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
29298.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
29298.0,I,Spill/Overfill Protection,I02,AUTOMATIC TANK FILL SHUT OFF
29298.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
29299.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29299.0,B,Contents,B03,UNLEADED GASOLINE
29299.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
29299.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
29299.0,F,Piping,F90,PRESSURIZED
29299.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
29299.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
29299.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
29299.0,I,Spill/Overfill Protection,I02,AUTOMATIC TANK FILL SHUT OFF
29299.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
29300.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29300.0,B,Contents,B12,EMPTY
29300.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
29300.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29300.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
29300.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29301.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29301.0,B,Contents,B12,EMPTY
29301.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
29301.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29301.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
29301.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29302.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29302.0,B,Contents,B12,EMPTY
29302.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29302.0,C,Corrosion Protection,C16,NONE - TANK
29302.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29303.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29303.0,B,Contents,B12,EMPTY
29303.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29303.0,C,Corrosion Protection,C16,NONE - TANK
29303.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29306.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29306.0,A,Construction Material,A02,COATED STEEL (DIELECTRIC COAT)
29306.0,B,Contents,B03,UNLEADED GASOLINE
29306.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29306.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29307.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29307.0,A,Construction Material,A02,COATED STEEL (DIELECTRIC COAT)
29307.0,B,Contents,B03,UNLEADED GASOLINE
29307.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29307.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29311.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29311.0,A,Construction Material,A02,COATED STEEL (DIELECTRIC COAT)
29311.0,B,Contents,B03,UNLEADED GASOLINE
29311.0,C,Corrosion Protection,C04,SACRIFICIAL ANODE UPGRADE - TANK
29311.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
29311.0,F,Piping,F90,PRESSURIZED
29311.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
29311.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
29311.0,H,Release Detect. Method (Tanks),H02,TANK TIGHTNESS TEST W INV CONT
29311.0,I,Spill/Overfill Protection,I02,AUTOMATIC TANK FILL SHUT OFF
29311.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
29312.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29312.0,A,Construction Material,A02,COATED STEEL (DIELECTRIC COAT)
29312.0,B,Contents,B84,UNLEADED PLUS
29312.0,C,Corrosion Protection,C04,SACRIFICIAL ANODE UPGRADE - TANK
29312.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
29312.0,F,Piping,F90,PRESSURIZED
29312.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
29312.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
29312.0,H,Release Detect. Method (Tanks),H02,TANK TIGHTNESS TEST W INV CONT
29312.0,I,Spill/Overfill Protection,I02,AUTOMATIC TANK FILL SHUT OFF
29312.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
29313.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29313.0,A,Construction Material,A02,COATED STEEL (DIELECTRIC COAT)
29313.0,B,Contents,B85,SUPER UNLEADED
29313.0,C,Corrosion Protection,C04,SACRIFICIAL ANODE UPGRADE - TANK
29313.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
29313.0,F,Piping,F90,PRESSURIZED
29313.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
29313.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
29313.0,H,Release Detect. Method (Tanks),H02,TANK TIGHTNESS TEST W INV CONT
29313.0,I,Spill/Overfill Protection,I02,AUTOMATIC TANK FILL SHUT OFF
29313.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
29314.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29314.0,B,Contents,B85,SUPER UNLEADED
29314.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29314.0,F,Piping,F04,OTHER
37631.0,F,Piping,F93,UNDERGROUND
29314.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
29314.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
29314.0,H,Release Detect. Method (Tanks),H02,TANK TIGHTNESS TEST W INV CONT
29314.0,I,Spill/Overfill Protection,I02,AUTOMATIC TANK FILL SHUT OFF
29314.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
29314.0,L,Loading Racks,L09,NOT APPLICABLE
29314.0,S,Secondary Containment,S16,NOT APPLICABLE - TANK
29314.0,S,Secondary Containment,S17,NOT APPLICABLE - PIPING
29315.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29315.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
29315.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29315.0,F,Piping,F06,UNKNOWN
29316.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29316.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
29316.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29316.0,C,Corrosion Protection,C04,SACRIFICIAL ANODE UPGRADE - TANK
29316.0,F,Piping,F06,UNKNOWN
29317.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29317.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
29317.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29317.0,C,Corrosion Protection,C16,NONE - TANK
29317.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29318.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29318.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
29318.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29318.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
29318.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29319.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29319.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
29319.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29319.0,C,Corrosion Protection,C16,NONE - TANK
29319.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29320.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29320.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
29320.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29320.0,C,Corrosion Protection,C16,NONE - TANK
29320.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29321.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29321.0,B,Contents,B03,UNLEADED GASOLINE
29321.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29321.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
29321.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29322.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29322.0,B,Contents,B03,UNLEADED GASOLINE
29322.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29322.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
29322.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29323.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29323.0,B,Contents,B03,UNLEADED GASOLINE
29323.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29323.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
29323.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29324.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29324.0,B,Contents,B03,UNLEADED GASOLINE
29324.0,B,Contents,B06,USED OIL
29324.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29324.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
29324.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29325.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29325.0,B,Contents,B03,UNLEADED GASOLINE
29325.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29325.0,C,Corrosion Protection,C16,NONE - TANK
29325.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29326.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29326.0,B,Contents,B03,UNLEADED GASOLINE
29326.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29326.0,C,Corrosion Protection,C04,SACRIFICIAL ANODE UPGRADE - TANK
29326.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29327.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29327.0,B,Contents,B03,UNLEADED GASOLINE
29327.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29327.0,C,Corrosion Protection,C16,NONE - TANK
29327.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29328.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29328.0,B,Contents,B03,UNLEADED GASOLINE
29328.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29328.0,C,Corrosion Protection,C16,NONE - TANK
29328.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29329.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29329.0,B,Contents,B03,UNLEADED GASOLINE
29329.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29329.0,C,Corrosion Protection,C16,NONE - TANK
29329.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29330.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29330.0,B,Contents,B12,EMPTY
29330.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
29330.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29330.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
29330.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29331.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29331.0,B,Contents,B12,EMPTY
29331.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
29331.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29331.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
29331.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29332.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29332.0,B,Contents,B12,EMPTY
29332.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
29332.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29332.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
29332.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29333.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29333.0,B,Contents,B12,EMPTY
29333.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
29333.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29333.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
29333.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29334.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29334.0,B,Contents,B03,UNLEADED GASOLINE
29334.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29334.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
29334.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29335.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29335.0,B,Contents,B03,UNLEADED GASOLINE
29335.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29335.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
29335.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29336.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29336.0,A,Construction Material,A02,COATED STEEL (DIELECTRIC COAT)
29336.0,B,Contents,B03,UNLEADED GASOLINE
29336.0,C,Corrosion Protection,C06,INTERIOR LINING UPGRADE
29336.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29337.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29337.0,B,Contents,B03,UNLEADED GASOLINE
29337.0,C,Corrosion Protection,C06,INTERIOR LINING UPGRADE
29337.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
29337.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29338.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29338.0,B,Contents,B03,UNLEADED GASOLINE
29338.0,C,Corrosion Protection,C06,INTERIOR LINING UPGRADE
29338.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
29338.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29339.0,A,Construction Material,A07,UNKNOWN
29339.0,B,Contents,B03,UNLEADED GASOLINE
29339.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29339.0,F,Piping,F06,UNKNOWN
29340.0,A,Construction Material,A07,UNKNOWN
29340.0,B,Contents,B03,UNLEADED GASOLINE
29340.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29340.0,F,Piping,F06,UNKNOWN
29341.0,A,Construction Material,A07,UNKNOWN
29341.0,B,Contents,B02,DIESEL
29341.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29341.0,F,Piping,F06,UNKNOWN
29342.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29342.0,B,Contents,B03,UNLEADED GASOLINE
29342.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29342.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
29342.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29343.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29343.0,B,Contents,B03,UNLEADED GASOLINE
29343.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29343.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
29343.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29344.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29344.0,B,Contents,B02,DIESEL
29344.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29344.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
29344.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29345.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29345.0,B,Contents,B06,USED OIL
29345.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29345.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
29346.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29346.0,B,Contents,B06,USED OIL
29346.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29346.0,F,Piping,F86,NONE
29347.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29347.0,B,Contents,B03,UNLEADED GASOLINE
29347.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29347.0,C,Corrosion Protection,C16,NONE - TANK
29347.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29348.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29348.0,B,Contents,B03,UNLEADED GASOLINE
29348.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29348.0,C,Corrosion Protection,C16,NONE - TANK
29348.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29349.0,A,Construction Material,A07,UNKNOWN
29349.0,B,Contents,B03,UNLEADED GASOLINE
29349.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29349.0,F,Piping,F06,UNKNOWN
29350.0,A,Construction Material,A07,UNKNOWN
29350.0,B,Contents,B03,UNLEADED GASOLINE
29350.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29350.0,F,Piping,F06,UNKNOWN
29351.0,A,Construction Material,A07,UNKNOWN
29351.0,B,Contents,B03,UNLEADED GASOLINE
29351.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29351.0,F,Piping,F06,UNKNOWN
29352.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29352.0,B,Contents,B03,UNLEADED GASOLINE
29352.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29352.0,C,Corrosion Protection,C04,SACRIFICIAL ANODE UPGRADE - TANK
29352.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29353.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29353.0,B,Contents,B03,UNLEADED GASOLINE
29353.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29353.0,C,Corrosion Protection,C04,SACRIFICIAL ANODE UPGRADE - TANK
29353.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29354.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29354.0,B,Contents,B03,UNLEADED GASOLINE
29354.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29354.0,C,Corrosion Protection,C04,SACRIFICIAL ANODE UPGRADE - TANK
29354.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29355.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29355.0,B,Contents,B06,USED OIL
29355.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29355.0,C,Corrosion Protection,C04,SACRIFICIAL ANODE UPGRADE - TANK
29355.0,F,Piping,F01,BARE OR GALVANIZED STEEL
,,,,
29357.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29357.0,B,Contents,B03,UNLEADED GASOLINE
29357.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29357.0,C,Corrosion Protection,C04,SACRIFICIAL ANODE UPGRADE - TANK
29357.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29358.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29358.0,B,Contents,B03,UNLEADED GASOLINE
29358.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29358.0,C,Corrosion Protection,C04,SACRIFICIAL ANODE UPGRADE - TANK
29358.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29359.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29359.0,B,Contents,B03,UNLEADED GASOLINE
29359.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29359.0,C,Corrosion Protection,C04,SACRIFICIAL ANODE UPGRADE - TANK
29359.0,F,Piping,F01,BARE OR GALVANIZED STEEL
29360.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
29360.0,B,Contents,B03,UNLEADED GASOLINE
29360.0,C,Corrosion Protection,C03,UNKNOWN - TANK
29360.0,C,Corrosion Protection,C04,SACRIFICIAL ANODE UPGRADE - TANK
