CounterID,EventID,Status,Lead,StatusDate,LUSTStatusCommentsText,ProjectOfficer
4324,1479,Site Cleanup Completed (NFA),RP-Lead,2000-04-20,NFA'd 24 Apr 00,
4325,1480,Confirmed Release,RP-Lead,1998-12-17,,
4326,1480,LUST Cleanup Initiated,RP-Lead,2000-08-11,"Additional SIte characterization rcvd, dtd July 2000.  requesting NFA, possible! need to review rpt.",
4327,1480,Site Cleanup Completed (NFA),RP-Lead,2000-09-08,"Additional Site Charact., 7/00
NFA'd Aug 17,2000, UO8040JAR",
4328,1481,Confirmed Release,RP-Lead,1998-12-14,,
4329,1481,LUST Cleanup Initiated,RP-Lead,1999-03-01,Environmental Chemical Corporation report,
4330,1481,Site Cleanup Completed (NFA),RP-Lead,1999-08-02,U08005JU DOH letter,
4331,1482,Confirmed Release,RP-Lead,1998-12-16,,
4332,1482,LUST Cleanup Initiated,RP-Lead,1999-05-14,Environmental Chemical Corporation,
4333,1482,Site Cleanup Completed (NFA),RP-Lead,1999-08-02,U08005JU,
4334,1483,Confirmed Release,RP-Lead,1998-12-16,,
4335,1483,LUST Cleanup Initiated,RP-Lead,1999-05-17,,
4336,1483,Site Cleanup Completed (NFA),RP-Lead,1999-08-26,U08129RT,
4337,1484,Confirmed Release,RP-Lead,1998-12-17,,
4338,1484,Site Cleanup Completed (NFA),RP-Lead,2000-06-07,"NFA'd issued 5/11/00, U05018JAR",
4339,1484,LUST Cleanup Initiated,RP-Lead,2000-06-07,"Closure rpt , dtd 12/7/99",
4340,1485,Confirmed Release,RP-Lead,1998-12-18,"Amended Notification Form, indicating discovery of a release, rcvd 12/18/98.",
4341,1485,Site Cleanup Completed (NFA),RP-Lead,1999-03-30,3/30/99 U03096JU letter,
4342,1485,LUST Cleanup Initiated,RP-Lead,1999-03-30,"3/1/99 Belt Collins Hawaii, Ltd. report",
4343,1486,Confirmed Release,RP-Lead,1998-11-17,HEER Case # 981117-0954,
4344,1486,LUST Cleanup Initiated,RP-Lead,1999-03-19,"3/19/99 Underground Storage Tank Closure Report, Brewer Environmental Services",
4345,1486,Site Cleanup Completed (NFA),RP-Lead,1999-06-17,U06025JU Doh letter,
4346,1487,Confirmed Release,RP-Lead,1998-12-21,,
4347,1487,LUST Cleanup Initiated,RP-Lead,1998-12-30,,
4348,1487,Site Cleanup Completed (NFA),RP-Lead,2004-03-25,NFA U03032RT,
4349,1488,Confirmed Release,RP-Lead,1998-12-21,,
4350,1488,LUST Cleanup Initiated,RP-Lead,1998-12-22,,
4351,1488,Site Cleanup Completed (NFA),RP-Lead,2001-08-30,Overexcavated soil until below Tier 1 NFA U08065MS,
4352,1489,LUST Cleanup Initiated,RP-Lead,1998-12-22,,
4353,1489,Confirmed Release,RP-Lead,1998-12-22,,
4354,1489,Site Cleanup Completed (NFA),RP-Lead,1999-09-24,,
4355,1490,Confirmed Release,RP-Lead,1998-12-23,,
4356,1490,LUST Cleanup Initiated,RP-Lead,1999-08-27,Cls rpt by Endyne 8/5/99.,
4357,1490,Site Cleanup Completed (NFA),RP-Lead,2002-03-19,,
4358,1491,Confirmed Release,RP-Lead,1998-11-24,,
4360,1492,Confirmed Release,RP-Lead,1998-12-24,,
4361,1492,LUST Cleanup Initiated,RP-Lead,1999-04-01,4/99 Walker report,
4362,1492,Site Cleanup Completed (NFA),RP-Lead,1999-05-10,5/10/99 U05027EJS,
4363,1493,Confirmed Release,RP-Lead,1998-12-22,,
4364,1493,LUST Cleanup Initiated,RP-Lead,2001-02-15,"Underground Storage Tank Final Release Response Report, dated February 5, 2001, and prepared by Vuich Environmental Consultants, Inc.",
4365,1493,Site Cleanup Completed (NFA),RP-Lead,2001-04-19,,
4366,1494,Confirmed Release,RP-Lead,1998-12-28,,
4367,1494,LUST Cleanup Initiated,RP-Lead,1999-10-05,,
4368,1494,Site Cleanup Completed (NFA),RP-Lead,1999-10-08,U09014SL NFA letter 9/9/99,
4369,1495,Confirmed Release,RP-Lead,1998-12-28,,
4370,1495,LUST Cleanup Initiated,RP-Lead,2001-12-21,rpt rcvd 11/99,
4371,1495,Site Cleanup Completed (NFA),,2005-04-27,,
4372,1496,Confirmed Release,RP-Lead,1998-12-28,,
4373,1496,Site Cleanup Completed (NFA),RP-Lead,2000-08-11,"NFA'd issued August 8, 2000, UO8026JAR",
4374,1496,LUST Cleanup Initiated,RP-Lead,2000-08-11,UST Closure rpt rcvd 7/00,
4375,1497,Confirmed Release,RP-Lead,1998-12-28,,
4376,1497,LUST Cleanup Initiated,RP-Lead,2000-11-15,"UST Closure rpt rcvd, 2/99",
4377,1497,Site Cleanup Completed (NFA),RP-Lead,2001-06-27,"NFA'd issued 6/26/01, U06041JAR",
4378,1498,Confirmed Release,RP-Lead,1998-12-28,,
4379,1498,LUST Cleanup Initiated,RP-Lead,2000-11-15,"UST Closure rpt rcvd 2/99,  Need additional information.,",
4380,1498,Site Cleanup Completed (NFA),RP-Lead,2001-06-27,"NFA'd issued 6/26/01, U06041JAR",
4381,1499,Confirmed Release,RP-Lead,1998-12-29,,
4382,1499,Site Cleanup Completed (NFA),RP-Lead,1999-09-15,"NFA'd UO8104JAR, 8/25/99",
4383,1499,LUST Cleanup Initiated,RP-Lead,1999-09-15,rpt recv'd 7/23/99,
4384,1500,Confirmed Release,RP-Lead,1998-12-30,,
4385,1500,LUST Cleanup Initiated,RP-Lead,1999-02-01,Cls Rpt by Walker Consult.,
4386,1500,Site Cleanup Completed (NFA),RP-Lead,1999-12-20,NFA U12053RT,
4387,1501,LUST Cleanup Initiated,RP-Lead,1998-12-30,,
4388,1501,Confirmed Release,RP-Lead,1998-12-30,,
4389,1501,Site Cleanup Completed (NFA),RP-Lead,1999-08-09,,
4390,1502,Confirmed Release,RP-Lead,1998-12-30,,
4391,1502,LUST Cleanup Initiated,,2004-06-09,UST closure report 3/22/99,
4392,1502,Site Cleanup Completed (NFA),RP-Lead,2005-12-09,,
4393,1503,Confirmed Release,RP-Lead,1999-01-04,,
4394,1503,LUST Cleanup Initiated,RP-Lead,2001-06-13,"Site Investigation rpt dtd 3/01 and rcvd 5/01, need to review and comment.",
4395,1503,Exposure Prevention Management Plan,RP-Lead,2005-04-21,See Exposure Pathway Assess. Rpt. and Part A and B of Exposure Management Report,
4396,2532,Monitored Natural Attenuation,RP-Lead,1999-01-12,,
4397,2532,Confirmed Release,RP-Lead,1999-01-05,,
4398,2532,LUST Cleanup Initiated,RP-Lead,1999-01-15,Cls Rpt by HG Ent. 1/15/99.,
4399,1505,Confirmed Release,RP-Lead,1999-01-05,,
4400,1505,LUST Cleanup Initiated,RP-Lead,1999-02-02,1/7/99 Edward K Noda & Assoc. report,
4401,1505,Site Cleanup Completed (NFA),RP-Lead,1999-02-02,2/2/99 U02001JU letter,
4402,1506,Confirmed Release,RP-Lead,1999-01-06,,
4403,1506,LUST Cleanup Initiated,RP-Lead,1999-07-26,Morrison Knudsen Corporation report,
4404,1506,Site Cleanup Completed (NFA),RP-Lead,1999-11-19,U11049JU DOH letter,
4405,1507,Confirmed Release,RP-Lead,1999-01-07,,
4406,1507,LUST Cleanup Initiated,RP-Lead,1999-08-16,"Closure Report, Underground Storage Tanks K-27 and K-28, Marine Corps Base Hawaii, Kaneohe, Hawaii, DOH Facility Identification Numbers 9-102109-27 and 9-102109-28, dated August 16, 1999,, and  prepared by Morrison Knudsen Corporation Environmental Group",
4407,1507,Site Cleanup Completed (NFA),RP-Lead,2000-06-20,NFA letter U06031SL,
4408,1508,Confirmed Release,RP-Lead,1998-12-21,,
4409,1508,LUST Cleanup Initiated,RP-Lead,1999-06-17,"UST Closure and Closure Assessment - Wailuku - Kahului, Wastewater Reclamation Facility, Wastewater Reclamation Division, County of Maui, Department of Public Works and Waste Management,  281 Amala  Road, Kahului, Maui, Hawaii, dated June 17, 1999, and prepared by ENDYNE.",
4410,1508,Site Cleanup Completed (NFA),RP-Lead,2000-09-05,"NFA letter, U08063SL",
4411,1509,LUST Cleanup Initiated,RP-Lead,1999-01-08,,
4412,1509,Confirmed Release,RP-Lead,1999-01-08,,
4413,1510,Confirmed Release,RP-Lead,1999-01-08,via Phone call to DOH,
4414,1510,LUST Cleanup Initiated,RP-Lead,1999-07-27,6/16/99 JRHA Closure report and assessment-RSM,
4415,1510,Site Cleanup Completed (NFA),RP-Lead,2002-08-19,,
4416,1511,LUST Cleanup Initiated,RP-Lead,1994-03-31,12/15/94 Morrison Knudsen Corporation report,
4417,1511,Confirmed Release,RP-Lead,1994-04-06,,
4418,1511,Site Cleanup Completed (NFA),RP-Lead,1998-03-19,U03120SO,
4419,1512,Confirmed Release,RP-Lead,1998-12-21,,
4420,1512,LUST Cleanup Initiated,RP-Lead,1999-08-03,"closure rpt rcv'd 7/2/99, requesting NFA!",
4421,1512,Site Cleanup Completed (NFA),RP-Lead,1999-08-25,"NFA's Aug 18, 1999, UO8073JAR",
4422,1513,Confirmed Release,RP-Lead,1998-12-21,,
4423,1513,LUST Cleanup Initiated,RP-Lead,1999-08-03,"Closure rpt recv'd 7/2/99, NFA requested!",
4424,1513,Site Cleanup Completed (NFA),RP-Lead,1999-08-25,"NFA'd Aug 18, 1999, UO8071JAR",
4425,1514,Confirmed Release,RP-Lead,1998-12-21,,
4426,1514,LUST Cleanup Initiated,RP-Lead,1999-08-03,"closure rpt rcv'd 7/2/99, requesting NFA!",
4427,1514,Site Cleanup Completed (NFA),RP-Lead,1999-08-25,"NFA'd Aug 18, 1999, UO8070JAR",
4428,1515,Confirmed Release,RP-Lead,1998-12-21,U08091RT,
4429,1515,LUST Cleanup Initiated,RP-Lead,1999-06-23,,
4430,1515,Site Cleanup Completed (NFA),RP-Lead,1999-08-23,,
4431,1516,LUST Cleanup Initiated,RP-Lead,1999-01-14,Tanks Pulled,
4432,1516,Confirmed Release,RP-Lead,1999-01-14,,
4433,1516,Site Cleanup Completed (NFA),RP-Lead,2001-12-03,All soil samples below dispenser were below Tier 1 NFA U12001MS,
4434,1517,Confirmed Release,RP-Lead,1999-01-13,,
4435,1517,Site Cleanup Completed (NFA),RP-Lead,1999-04-29,"NFA issued April 22, 1999, UO4055",
4436,1517,LUST Cleanup Initiated,RP-Lead,1999-04-29,March 99,
4437,1518,LUST Cleanup Initiated,RP-Lead,1999-01-13,7/97 OHM report (submitted 1/13/99),
4438,1518,Confirmed Release,RP-Lead,1999-01-13,7/97 OHM report (submitted 1/13/99),
4439,1519,Confirmed Release,RP-Lead,1999-01-13,,
4440,1519,Site Cleanup Completed (NFA),RP-Lead,1999-02-02,2/2/99 U02002JU letter,
4441,1519,LUST Cleanup Initiated,RP-Lead,1999-02-02,7/7/97 OHM Remediation Services Corp report,
4442,1520,Confirmed Release,RP-Lead,1999-01-13,,
4443,1520,LUST Cleanup Initiated,RP-Lead,2002-07-10,"UST closed 3/96, closure rpt submitted 7/97",
4444,1520,Site Cleanup Completed (NFA),RP-Lead,2003-01-03,NFA U12015RT,
4445,1521,LUST Cleanup Initiated,RP-Lead,1999-01-13,"7/1/97-OHM Closure Report, 2,500 tons of PCS overexcavated & remediated for UST 479 & 480.-RSM",
4446,1521,Confirmed Release,RP-Lead,1999-01-13,,
4447,1521,Exposure Prevention Management Plan,,2005-10-14,U10020SF,
4448,1522,LUST Cleanup Initiated,RP-Lead,1999-01-22,7/25/2001 THIS CLEANUP INITIATED DATE IS USED AS A MARKER BECAUSE DERA FUNDED SITES WERE NOT ASSIGNED A CLEANUP INITATED DATE BY THE HEER OFFICE.  - RK,
4449,1522,Confirmed Release,RP-Lead,1999-01-22,,
4450,1522,Site Cleanup Completed (NFA),RP-Lead,2001-05-25,,
4451,1523,LUST Cleanup Initiated,RP-Lead,1999-01-22,7/25/2001 THIS CLEANUP INITIATED DATE IS USED AS A MARKER BECAUSE DERA FUNDED SITES WERE NOT ASSIGNED A CLEANUP INITATED DATE BY THE HEER OFFICE.  - RK,
4452,1523,Confirmed Release,RP-Lead,1999-01-22,,
4453,1523,Site Cleanup Completed (NFA),RP-Lead,2001-05-25,,
4454,1524,Confirmed Release,RP-Lead,1999-01-21,tank bp50,
4455,1524,LUST Cleanup Initiated,RP-Lead,1999-01-25,"1/21/99 Ltr, Commander NAS, BP-RSM",
4456,1524,Site Cleanup Completed (NFA),RP-Lead,2000-07-05,"8/1/99-OHM Final Closure Report. NFA ISSUED, UO6067RSM",
4457,1525,Confirmed Release,RP-Lead,1999-01-21,,
4458,1525,LUST Cleanup Initiated,RP-Lead,1999-05-09,"Underground Storage Tank closure  Assessment / Site Remediation Report, Paradise Service Station, 3155 Kuhio Highway, Lihue, Kauai, Hawaii, dated May 27, 1999, and prepared by J.R. Herold & Associates.
    Soil Sampling at Paradise Service Station, Lihue, Kauai, DOH Faciility ID # 9-701643, dated June  14, 1999, and prepared by Inter-Island Environmental Service Inc. (IES)
letter U02040SL",
4459,1526,Confirmed Release,RP-Lead,1999-01-22,,
4460,1526,LUST Cleanup Initiated,RP-Lead,1999-06-25,"UST Closure and Closure Assessment - Lahaina No. 1 Pump
Station, Wastewater Reclamation Division, Department of Public Works and Waste
Management, County of Maui,  Honoapiilani Highway, Lahaina, Maui, Hawaii, dated
June 28, 1999,  and prepared by ENDYNE.",
4461,1526,Site Cleanup Completed (NFA),RP-Lead,2000-09-05,,
4462,1527,Confirmed Release,RP-Lead,1999-01-22,,
4463,1527,LUST Cleanup Initiated,RP-Lead,1999-01-28,"UST Closure and Closure Assessment - Lahaina No. 1 Pump
Station, Wastewater Reclamation Division, Department of Public Works and Waste Management, County of Maui,  Honoapiilani Highway, Lahaina, Maui, Hawaii, dated June 28, 1999,  and prepared by ENDYNE.",
4464,1527,Site Cleanup Completed (NFA),RP-Lead,2000-10-03,,
4465,1528,Confirmed Release,RP-Lead,1999-01-15,,
4466,1528,LUST Cleanup Initiated,RP-Lead,1999-04-12,,
4467,1528,Site Cleanup Completed (NFA),RP-Lead,1999-05-07,,
4468,1529,Confirmed Release,RP-Lead,1999-01-25,,
4469,1529,LUST Cleanup Initiated,RP-Lead,1999-05-24,"Closure rpt rcvd 5/19/99, additional work needed, high levels of contamination in gw.",
4470,1529,Site Cleanup Completed (NFA),RP-Lead,2001-01-08,"Additional rpt submitted indicated no gw contamination, NFA'd issued 1/5/01, U01007JAR",
4471,1530,Confirmed Release,RP-Lead,1999-01-27,,
4472,1530,LUST Cleanup Initiated,RP-Lead,1999-07-06,Inter Island Environmental Services report,
4473,1530,Site Cleanup Completed (NFA),RP-Lead,2001-12-03,Origainally the site was considered by the consultant as being in an area where drinking water was threatened.  As it turned out drinking water is not threatened and therfore DOH tier 1 was not exceeded.  NFA U12004MS,
4474,1531,Monitored Natural Attenuation,RP-Lead,1999-02-01,,
4475,1531,Confirmed Release,RP-Lead,1999-01-27,,
4476,1531,LUST Cleanup Initiated,RP-Lead,2000-03-17,EnviroServices And Training Center report.,
4477,1532,Confirmed Release,RP-Lead,1998-07-23,"release occured march 17, 1995",
4478,1532,LUST Cleanup Initiated,RP-Lead,1998-08-01,"rpt dtd 3/95, rcv'd 7/98.  RFI lrtter submitted 9/15/99, reply rcv'd 10/11/99.",
4479,1532,Site Cleanup Completed (NFA),RP-Lead,2000-02-29,NFA'd  2/15/00  U02021JAR,
4480,1533,Confirmed Release,RP-Lead,1999-01-29,,
4481,1533,Site Cleanup Completed (NFA),RP-Lead,1999-09-15,"NFA'd 8/25/99, UO8103JAR",
4482,1533,LUST Cleanup Initiated,RP-Lead,1999-09-15,report reccv'd 7 /27/99,
4483,1534,Confirmed Release,RP-Lead,1998-12-28,"A release of gasoline from surface piping connected to a 6,000 gallon UST",
4484,1534,LUST Cleanup Initiated,RP-Lead,1999-11-29,Cls Rpt by Dames&Moore 11/29/99.,
4485,1535,Confirmed Release,RP-Lead,1997-11-12,,
4486,1535,LUST Cleanup Initiated,RP-Lead,1997-11-13,,
4487,1535,Site Cleanup Completed (NFA),RP-Lead,1999-08-26,U08130RT,
4488,1536,LUST Cleanup Initiated,,1999-01-19,,
4489,1536,Confirmed Release,RP-Lead,1999-01-19,,
4490,1536,Site Cleanup Completed (NFA),,2004-05-10,,
4491,1537,Confirmed Release,RP-Lead,1999-02-01,Notice received via CRN - no telephone call,
4492,1537,LUST Cleanup Initiated,RP-Lead,1999-06-17,,
4493,1537,Site Cleanup Completed (NFA),RP-Lead,1999-08-23,U08089RT,
4494,1538,Confirmed Release,RP-Lead,1999-02-01,,
4495,1538,LUST Cleanup Initiated,RP-Lead,1999-05-11,"UST's removed Jan 26 - Feb 8, 1999",
4496,1538,Site Cleanup Completed (NFA),RP-Lead,1999-08-11,"NFA's  UO6024JAR,  6/17/99",
4497,1539,Confirmed Release,RP-Lead,1999-02-05,,
4498,1539,LUST Cleanup Initiated,RP-Lead,1999-02-06,,
4499,1539,Site Cleanup Completed (NFA),RP-Lead,1999-06-18,,
4500,1540,Confirmed Release,RP-Lead,1999-01-27,No phone notification - CRN only,
4501,1540,Case Transferred to HEER (unregulated),RP-Lead,1999-07-30,LESS THAN 110 GALLON - RK,
4502,1541,Confirmed Release,RP-Lead,1999-01-27,No phone notification - CRN only,
4503,1541,Case Transferred to HEER (unregulated),RP-Lead,1999-07-30,LESS THAN 110 GALLON - RK,
4504,1542,Confirmed Release,RP-Lead,1999-02-05,,
4505,1542,LUST Cleanup Initiated,RP-Lead,1999-02-06,,
4506,1542,Site Cleanup Completed (NFA),RP-Lead,1999-11-26,NFA letter U11073DH issued 11/26/99.,
4507,1543,Confirmed Release,RP-Lead,1999-02-10,,
4508,1543,LUST Cleanup Initiated,RP-Lead,2000-05-01,MFA REPORT,
4509,1543,Site Cleanup Completed (NFA),RP-Lead,2001-12-11,NFA issued U12020RT,
4510,1544,Confirmed Release,RP-Lead,1999-02-09,,
4511,1544,LUST Cleanup Initiated,RP-Lead,1999-02-20,Walker Consultants. Inc.,
4512,1544,Site Cleanup Completed (NFA),RP-Lead,1999-08-23,U08093JU,
4513,1545,Confirmed Release,RP-Lead,1999-02-09,,
4514,1545,LUST Cleanup Initiated,RP-Lead,1999-06-04,Brewer Environmental Services,
4515,1545,Site Cleanup Completed (NFA),RP-Lead,1999-07-20,U07042JU,
4516,1546,Confirmed Release,RP-Lead,1999-02-12,,
4517,1546,LUST Cleanup Initiated,RP-Lead,1999-02-17,,
4518,1546,Site Cleanup Completed (NFA),State-Lead with State Money,1999-10-26,"NFA ISSUED, UI0076RSM",
4519,1547,Confirmed Release,RP-Lead,1999-02-16,,
4520,1547,LUST Cleanup Initiated,RP-Lead,1999-05-11,5/4/99 BES report. NFA requested,
4521,1547,Site Cleanup Completed (NFA),RP-Lead,1999-05-17,"NFA issued, UO5076RSM",
4522,1548,Confirmed Release,RP-Lead,1999-02-17,,
4523,1548,LUST Cleanup Initiated,RP-Lead,1999-05-17,5/11/99 ETC report,
4524,1548,Site Cleanup Completed (NFA),RP-Lead,2001-10-15,,
4525,1549,Confirmed Release,RP-Lead,2001-01-17,PREVIOUSLY WAS A SUSPECTED RELEASE- RK,
4526,1549,LUST Cleanup Initiated,RP-Lead,2001-03-20,"Closure and Closure Assessment Report received 5/1/01
NFA requested",
4527,1549,Site Cleanup Completed (NFA),RP-Lead,2001-06-19,,
4528,1550,Confirmed Release,RP-Lead,1999-02-22,,
4529,1550,Site Cleanup Completed (NFA),RP-Lead,1999-08-11,"NFA'd  UO7031JAR, 7/19/99",
4530,1550,LUST Cleanup Initiated,RP-Lead,1999-08-11,"Closure rpt, dtd 4/99",
4531,1551,Confirmed Release,RP-Lead,1999-01-27,,
4532,1551,LUST Cleanup Initiated,RP-Lead,1999-02-22,10/1/98 Phase II report by EnviroServices-RSM,
4533,1551,Site Cleanup Completed (NFA),,2006-03-17,Risk Assessment,
4534,1552,Confirmed Release,RP-Lead,1998-05-20,Debbie Bourgault of Unocal submitted the 11/24/92 MFA report and accompanying Notification Form on 5/20/98 during a meeting with her. (Eric 3/3/99),
4535,1552,LUST Cleanup Initiated,RP-Lead,2003-04-24,Work Plan,
4536,1552,Site Cleanup Completed (NFA),,2005-02-07,,
4537,1553,LUST Cleanup Initiated,RP-Lead,1997-07-29,7/17/97 BES report. NFA requested,
4538,1553,Confirmed Release,RP-Lead,1997-07-29,,
4539,1553,Site Cleanup Completed (NFA),RP-Lead,1999-05-24,"NFA issued, UO5089RSM",
4540,1554,Confirmed Release,RP-Lead,1999-03-02,,
4541,1554,LUST Cleanup Initiated,RP-Lead,1999-08-23,"UST Closure rpt and Short Term rls response, dtd 4/19/99",
4542,1554,Site Cleanup Completed (NFA),RP-Lead,1999-09-15,"NFA'd UO8105JAR, dtd 8/25/99",
4543,1555,Confirmed Release,RP-Lead,1998-07-24,,
4544,1555,LUST Cleanup Initiated,RP-Lead,2002-02-21,"Site Assesment rpt, dtd 12/97 and prepared by MKC",
4545,1555,Site Cleanup Completed (NFA),RP-Lead,2003-06-02,"NFA'd site on May 6, 2003, UO5031JAR",
4546,1556,Monitored Natural Attenuation,RP-Lead,1999-03-05,,
4547,1556,Confirmed Release,RP-Lead,1999-03-04,,
4548,1556,LUST Cleanup Initiated,RP-Lead,1999-08-11,"Short Term Rls report, 6/99",
4549,1556,Site Cleanup Completed (NFA),RP-Lead,2005-07-26,,
4550,1557,Confirmed Release,RP-Lead,1999-03-03,,
4551,1557,Case Transferred to HEER (unregulated),RP-Lead,1999-06-01,HEATING OIL,
4552,1558,Confirmed Release,RP-Lead,1999-03-12,,
4553,1558,LUST Cleanup Initiated,RP-Lead,1999-03-13,Closure Report,
4554,1558,Site Cleanup Completed (NFA),,2006-04-21,,
4555,1559,Confirmed Release,RP-Lead,1999-03-12,,
4556,1559,LUST Cleanup Initiated,RP-Lead,1999-03-18,Cls Rpt by Brewer 5/13/99.,
4557,1559,Site Cleanup Completed (NFA),RP-Lead,1999-11-05,,
4558,1560,Confirmed Release,RP-Lead,1998-04-06,,
4559,1560,LUST Cleanup Initiated,RP-Lead,1998-04-08,Cls Rpt by Navy Pub Wrks 1/27/98.,
4560,1561,LUST Cleanup Initiated,RP-Lead,1999-01-19,From 10/98 FOPCO closure report,
4561,1561,Confirmed Release,RP-Lead,1999-01-19,,
4562,1561,Site Cleanup Completed (NFA),RP-Lead,1999-03-30,DOH NFA Letter U03085DH,
4563,1562,Confirmed Release,RP-Lead,1999-03-17,,
4564,1562,LUST Cleanup Initiated,RP-Lead,1999-03-18,,
4565,1562,Site Cleanup Completed (NFA),RP-Lead,1999-08-18,,
4566,1563,Confirmed Release,RP-Lead,1999-03-24,,
4567,1563,LUST Cleanup Initiated,RP-Lead,1999-03-24,,
4568,1563,Site Cleanup Completed (NFA),RP-Lead,1999-03-29,,
4569,1564,Confirmed Release,RP-Lead,1999-03-25,,
4570,1564,LUST Cleanup Initiated,RP-Lead,1999-03-26,,
4571,1564,Site Cleanup Completed (NFA),RP-Lead,1999-11-17,,
4572,1565,Confirmed Release,RP-Lead,1998-03-19,,
4573,1565,LUST Cleanup Initiated,RP-Lead,1998-03-20,Cls Rpt HIES 3.12.98,
4574,1565,Site Cleanup Completed (NFA),RP-Lead,2002-01-04,NFA U01007RT,
4575,1566,Confirmed Release,RP-Lead,1999-03-25,,
4576,1566,LUST Cleanup Initiated,RP-Lead,1999-07-22,,
4577,1566,Site Cleanup Completed (NFA),RP-Lead,2002-06-04,NFA U06005RT,
4578,1567,Confirmed Release,RP-Lead,1999-03-29,,
4579,1567,Site Cleanup Completed (NFA),RP-Lead,1999-05-03,5/3/99 conversation w/ Ken Beal of Herold & Assoc./ U05012JU DOH ltr,
4580,1567,LUST Cleanup Initiated,RP-Lead,1999-05-03,3/25 & 28/99 J.R. Herold & Assoc. report,
4581,1568,LUST Cleanup Initiated,RP-Lead,1997-01-30,1/2/98 Morrison Knudsen Corporation Group report,
4582,1568,Confirmed Release,RP-Lead,1998-07-24,,
4583,1568,Site Cleanup Completed (NFA),RP-Lead,1999-05-11,"NFA issued, UO5038RSM",
4584,1569,LUST Cleanup Initiated,RP-Lead,1999-03-30,7/25/2001 THIS CLEANUP INITIATED DATE IS USED AS A MARKER BECAUSE DERA FUNDED SITES WERE NOT ASSIGNED A CLEANUP INITATED DATE BY THE HEER OFFICE.  - RK,
4585,1569,Confirmed Release,RP-Lead,1999-03-30,,
4586,1569,Site Cleanup Completed (NFA),RP-Lead,2001-05-25,,
4587,1570,LUST Cleanup Initiated,RP-Lead,1999-03-31,,
4588,1570,Confirmed Release,RP-Lead,1999-03-31,,
4589,1570,Site Cleanup Completed (NFA),RP-Lead,2001-05-25,,
4590,1571,LUST Cleanup Initiated,RP-Lead,1999-04-05,7/25/2001 THIS CLEANUP INITIATED DATE IS USED AS A MARKER BECAUSE DERA FUNDED SITES WERE NOT ASSIGNED A CLEANUP INITATED DATE BY THE HEER OFFICE.  - RK,
4591,1571,Confirmed Release,RP-Lead,1999-04-05,,
4592,1571,Site Cleanup Completed (NFA),RP-Lead,2001-05-25,,
4593,1572,Confirmed Release,RP-Lead,1999-04-05,,
4594,1572,LUST Cleanup Initiated,RP-Lead,1999-07-12,6/10/99 ESTC Closure Report-RSM,
4595,1572,Site Cleanup Completed (NFA),State-Lead with State Money,1999-11-08,"NFA ISSUED, U11021RSM",
4596,1573,Confirmed Release,RP-Lead,1999-04-08,,
4597,1573,Disconfirmed Release,RP-Lead,1999-05-27,5/3/99 EK Noda UST Closure report,
4598,1574,Confirmed Release,RP-Lead,1999-04-13,,
4599,1574,LUST Cleanup Initiated,RP-Lead,1999-08-01,Walker Consultants Limited report,
4600,1574,Site Cleanup Completed (NFA),RP-Lead,1999-10-11,DOH ltr. U10032JU,
4601,1575,Confirmed Release,RP-Lead,1999-04-12,,
4602,1575,LUST Cleanup Initiated,RP-Lead,1999-11-17,"Closure rpt rcv'd 10/12/99, requires additional work; review and write letter.",
4603,1576,Confirmed Release,RP-Lead,1999-04-19,,
4604,1576,Site Cleanup Completed (NFA),RP-Lead,1999-08-12,"NFA'd  UO5084JAR,  5/21/99",
4605,1576,LUST Cleanup Initiated,RP-Lead,1999-08-12,"Removal of UST Report, dtd 4/16/99 and Installation and resampling of GW, dtd 5/99",
4606,1577,Confirmed Release,RP-Lead,1999-04-22,,
4608,1578,Confirmed Release,RP-Lead,1999-04-23,,
4609,1578,LUST Cleanup Initiated,RP-Lead,1999-04-24,,
4610,1579,LUST Cleanup Initiated,RP-Lead,1999-03-11,"3/99 report by 'Aina Environmental, NFA requested-RSM",
4611,1579,Confirmed Release,RP-Lead,1999-03-11,3/99 closure report by AE,
4612,1579,Site Cleanup Completed (NFA),RP-Lead,1999-05-03,"NFA issued, UO5003RSM",
4613,1580,Confirmed Release,RP-Lead,1999-04-29,,
4614,1580,LUST Cleanup Initiated,RP-Lead,1999-10-11,KB Environmental Inc. report,
4615,1580,Site Cleanup Completed (NFA),RP-Lead,2000-01-31,U01074JU,
4616,1581,Confirmed Release,RP-Lead,1999-05-04,,
4617,1581,LUST Cleanup Initiated,RP-Lead,2001-12-21,rpt rcvd 6/99,
4618,1581,Site Cleanup Completed (NFA),RP-Lead,2002-04-10,"Rls Resp Rpt rcv'd 6/00, NFA'd 3/13/02, U03037JAR",
4619,1582,Confirmed Release,RP-Lead,1999-05-07,,
4620,1582,LUST Cleanup Initiated,RP-Lead,2001-06-13,"rcvd rpt 5 March 1999, addt work required.",
4621,1582,Site Cleanup Completed (NFA),RP-Lead,2001-07-26,"NFA'd  26 July 2001, UO7050JAR",
4622,1583,Confirmed Release,RP-Lead,1999-05-05,,
4623,1583,LUST Cleanup Initiated,RP-Lead,1999-06-04,,
4624,1583,Site Cleanup Completed (NFA),RP-Lead,1999-08-17,U08060RT,
4625,1584,Confirmed Release,RP-Lead,1999-05-10,,
4626,1584,LUST Cleanup Initiated,RP-Lead,1999-10-25,Cls Rpt by ATG 9/99.,
