FacilityID,TankID,TankName,TankLocation,TankStatus,FederallyRegulated,FieldConstructed,EmergencyGenerator,AirportHydrantSystem,MultipleTanks,TankClosureDate,TankInstallationDate,CompartmentalizedUST,NumberOfCompartments,TankMaterialDescription,TankCorrosionProtectionSacrificialAnode,TankCorrosionProtectionImpressedCurrent,TankCorrosionProtectionCathodicNotRequired,TankCorrosionProtectionInteriorLining,TankCorrosionProtectionOther,TankCorrosionProtectionUnknown,TankSecondaryContainment,CertOfInstallation,CertOfInstallationOther,DispenserID,DispenserUDC,DispenserUDCWallType
2159,12668,1985-2,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1985.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2159,12669,1985-3,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1985.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2159,12670,1985-4,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1985.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2159,12671,1985-9,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1985.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2159,12672,1986-11,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1986.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2159,12673,1986-5,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1986.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2159,12674,1987-6,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1987.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2159,12675,1987-7,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1987.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2159,12676,1987-8,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1987.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2162,12679,1993-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1993.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2162,12680,1993-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1993.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2162,12681,1993-3,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1993.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2162,12682,1993-4,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1993.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2163,12683,1993-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1993.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2163,12684,1993-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1993.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2163,12685,1993-3,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1993.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2165,12686,1992-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1992.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2171,12691,1962-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1962.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2172,12693,1993-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1993.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2179,12696,1960-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1960.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2182,12697,1983-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1983.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2183,12698,1993-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1993.0,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2183,12699,2003-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,2003.0,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2184,12700,1985-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1985.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2185,12701,1978-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1978.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2186,12703,2002-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,2002.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2189,12707,1972-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1972.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2190,12710,1997-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1997.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2191,12711,-1-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2192,12717,1994-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1994.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2192,12719,2003-3,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,2003.0,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2193,12720,1985-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1985.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2196,12721,1977-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1977.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2197,12722,1979-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1979.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2200,12725,1993-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1993.0,No,1,Fiberglass reinforced plastic,No,No,Yes,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2201,12726,1975-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1975.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2205,12729,1961-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1961.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2207,12731,1993-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1993.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2208,12732,-1-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2209,12733,1993-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1993.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2211,12737,1994-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1994.0,No,1,Protected Steel with supplemental anodes,Yes,No,No,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2211,12738,1994-2-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1994.0,Yes,2,Protected Steel with supplemental anodes,Yes,No,No,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2212,12740,1993-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1993.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2213,12741,1981-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1981.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2215,12742,1967-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1967.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2218,12747,1987-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1987.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2219,12749,1999-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1999.0,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2221,12755,2003-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,2003.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2222,12756,1973-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1973.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2222,12757,1973-2,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1973.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2223,12759,1974-2,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1974.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2231,12764,1973-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1973.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2232,12765,1977-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1977.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2233,12767,1993-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1993.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2240,12776,1993-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1993.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2242,12779,1994-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1994.0,No,1,Fiberglass reinforced plastic,No,No,Yes,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2247,12782,1973-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1973.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2253,12788,1979-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1979.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2255,12789,1989-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1989.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2255,12790,1991-2,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1991.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2256,12791,1973-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1973.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2259,12793,1993-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1993.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2260,19302,2022-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2261,12795,1989-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1989.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2263,18875,2004-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2263,18876,2004-2,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2263,18877,2004--3,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2266,12802,1982-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1982.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2272,12810,2002-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,2002.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2276,19529,2024-1,Underground (entirely buried),ACTIVE,Yes,Unknown,Yes,Unknown,No,,,No,1,Fiberglass reinforced plastic,No,No,Yes,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2277,12813,-1-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2278,12814,1980-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1980.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2279,12815,1975-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1975.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2280,12816,1972-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1972.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2287,12821,1974-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1974.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2288,12822,1970-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1970.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2289,12823,1979-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1979.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2292,12826,1986-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1986.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2295,12828,1985-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1985.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2296,12829,1990-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1990.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2297,12830,1979-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1979.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2298,12831,-1-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2299,12835,1962-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1962.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2299,12836,1962-2,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1962.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2299,12839,1975-3,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1975.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2302,12843,1997-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1997.0,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2302,12844,1997-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1997.0,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2302,12845,1997-3,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1997.0,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2305,12847,1989-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1989.0,No,1,Protected Steel with supplemental anodes,Yes,No,No,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2308,12856,1996-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1996.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2310,12857,1978-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1978.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2315,12861,1972-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1972.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2318,12864,1978-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1978.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2318,12865,1978-2,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1978.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2319,12867,2005-2,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,2005.0,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2320,12868,1978-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1978.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2325,12877,1997-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1997.0,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2325,12878,1998-2,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1998.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2325,12879,1998-3,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1998.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2325,12880,1998-4,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1998.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2325,12881,1998-5,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1998.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2325,12882,1998-6,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1998.0,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2325,12883,1998-7,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1998.0,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2327,12885,1996-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1996.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2330,12892,1994-2,Underground (entirely buried),ACTIVE,Yes,Unknown,Yes,Unknown,No,,1994.0,No,1,Fiberglass reinforced plastic,No,No,Yes,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2330,12893,1999-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1999.0,No,1,Fiberglass reinforced plastic,No,No,Yes,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2333,12896,1987-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1987.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2334,12897,1973-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1973.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2338,12899,1992-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1992.0,No,1,Fiberglass reinforced plastic,No,No,Yes,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2339,12901,2001-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,2001.0,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2348,12906,1971-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1971.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2349,17579,2000-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Fiberglass reinforced plastic,No,No,Yes,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2350,12907,1986-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1986.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2351,18447,2017-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2358,12921,1985-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1985.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2358,12922,1985-2,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1985.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2358,12923,1985-3,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1985.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2358,12924,1985-4,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1985.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2359,12925,1982-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1982.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2360,16031,2008-4,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2360,16032,2007-2,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2360,16034,2007-3,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2360,15747,2006-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Protected fiberthane steel tank,No,No,No,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2362,12933,1970-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1970.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
